CGPA,Aptitude,Communication,Projects,Internship,Certifications,Placement
7.99,40,90,3,Yes,2,Yes
5.98,54,33,0,Yes,0,Yes
7.92,36,90,2,Yes,6,Yes
7.65,45,49,6,Yes,6,Yes
4.8,78,43,7,No,3,Yes
9.36,72,67,10,Yes,0,Yes
7.47,62,67,4,No,3,Yes
5.63,43,85,5,Yes,0,Yes
8.2,70,89,6,Yes,3,Yes
6.58,59,86,8,No,7,Yes
5.33,45,51,1,No,1,No
8.07,84,75,3,No,3,Yes
4.77,62,94,5,No,0,Yes
9.19,93,74,0,Yes,3,Yes
4.56,56,63,1,No,1,No
8.13,46,64,9,No,4,Yes
4.82,64,36,1,Yes,6,No
5.77,65,74,2,Yes,6,Yes
6.07,100,66,4,No,6,Yes
6.23,96,55,0,Yes,2,Yes
5.77,82,32,7,Yes,4,Yes
8.33,84,64,5,No,2,Yes
5.35,55,57,8,Yes,5,Yes
7.91,92,75,3,Yes,4,Yes
6.85,88,97,4,No,8,Yes
6.53,83,56,8,No,1,Yes
7.49,97,50,1,Yes,8,Yes
5.4,73,32,3,Yes,0,Yes
9.56,76,82,9,Yes,8,Yes
8.27,73,54,6,Yes,8,Yes
8.7,68,72,10,Yes,8,Yes
9.58,43,86,1,Yes,3,Yes
5.45,80,41,7,Yes,2,Yes
4.94,97,100,4,No,8,Yes
7.63,85,81,1,No,8,Yes
9.67,42,33,10,No,0,Yes
7.52,91,56,9,Yes,4,Yes
9.79,37,86,2,No,7,Yes
5.41,83,75,2,No,2,Yes
7.45,56,31,0,Yes,3,Yes
8.45,83,64,8,No,5,Yes
7.59,94,45,5,Yes,7,Yes
7.78,89,62,0,No,6,Yes
7.93,43,92,0,No,7,Yes
6.94,53,49,8,No,3,Yes
4.69,78,79,10,Yes,6,Yes
5.96,40,59,4,Yes,7,Yes
6.82,99,91,1,No,1,Yes
9.76,79,97,1,Yes,8,Yes
8.71,69,92,0,No,0,Yes
5.25,85,53,8,No,7,Yes
4.6,66,97,7,No,1,Yes
4.7,61,43,5,Yes,3,Yes
6.65,62,100,9,Yes,3,Yes
7.78,31,45,8,Yes,0,Yes
6.11,88,53,6,No,4,Yes
7.88,37,57,10,No,4,Yes
8.56,80,62,7,Yes,0,Yes
8.35,95,94,5,No,3,Yes
5.32,34,69,4,No,3,No
7.74,48,78,7,No,1,Yes
6.18,94,52,8,Yes,4,Yes
7.16,97,75,5,No,0,Yes
5.6,62,90,4,Yes,4,Yes
8.83,86,54,7,No,2,Yes
6.68,65,48,10,No,5,Yes
5.17,78,75,6,No,2,Yes
6.84,98,42,7,No,3,Yes
6.45,45,56,0,Yes,2,Yes
6.82,78,33,4,No,7,Yes
9.6,34,87,6,No,8,Yes
7.98,100,63,5,Yes,2,Yes
9.41,69,83,8,No,8,Yes
6.09,98,93,4,Yes,7,Yes
7.27,80,98,8,No,7,Yes
4.63,50,97,0,Yes,6,Yes
4.7,85,30,8,Yes,7,Yes
6.82,36,96,6,No,6,Yes
5.8,81,72,1,No,7,Yes
8.2,99,88,4,No,5,Yes
9.3,35,83,3,Yes,5,Yes
9.7,58,43,4,Yes,7,Yes
5.95,84,64,6,No,8,Yes
7.74,100,61,6,Yes,3,Yes
9.33,31,43,5,No,1,Yes
8.85,32,97,2,No,5,Yes
6.1,35,42,2,No,7,Yes
5.47,41,63,7,Yes,4,Yes
7.83,77,32,7,Yes,0,Yes
5.57,91,68,5,Yes,4,Yes
9.19,67,80,0,Yes,0,Yes
9.18,44,75,0,No,5,Yes
6.52,57,68,8,Yes,4,Yes
5.39,48,59,5,No,8,Yes
8.76,96,67,2,No,0,Yes
9.88,42,68,1,Yes,6,Yes
9.0,30,32,5,No,5,Yes
4.81,53,81,6,No,4,Yes
7.81,62,93,1,No,7,Yes
7.95,85,96,2,Yes,3,Yes
8.35,75,60,0,No,8,Yes
6.04,82,64,10,Yes,8,Yes
6.04,52,92,3,Yes,6,Yes
9.37,32,83,9,No,4,Yes
9.03,60,47,6,Yes,8,Yes
5.53,57,75,6,No,7,Yes
8.18,85,95,6,No,6,Yes
8.67,47,46,4,Yes,6,Yes
7.63,53,66,5,Yes,0,Yes
5.36,52,58,6,No,0,Yes
9.87,93,80,8,Yes,2,Yes
4.71,74,64,4,No,4,Yes
5.78,48,94,3,No,1,Yes
7.13,62,78,6,Yes,6,Yes
8.82,58,45,6,Yes,6,Yes
9.0,82,48,9,Yes,6,Yes
6.43,92,49,3,Yes,7,Yes
5.65,47,96,0,Yes,1,Yes
8.95,66,62,10,No,0,Yes
5.62,74,35,5,Yes,6,Yes
7.59,74,59,7,No,6,Yes
5.3,71,88,3,No,8,Yes
8.46,40,45,2,No,8,Yes
8.81,77,30,7,Yes,8,Yes
9.09,93,45,7,Yes,0,Yes
6.08,88,62,3,No,4,Yes
6.18,30,99,10,No,2,Yes
6.77,63,54,3,Yes,3,Yes
5.14,73,48,6,No,8,Yes
8.69,96,87,5,No,8,Yes
5.11,48,76,0,No,5,No
6.51,89,52,0,Yes,6,Yes
8.14,35,48,10,No,1,Yes
4.85,34,30,6,No,3,No
8.91,81,57,6,No,2,Yes
7.45,67,39,10,Yes,3,Yes
6.61,47,46,3,Yes,0,Yes
9.65,43,63,9,No,8,Yes
8.49,61,81,2,Yes,5,Yes
7.31,42,92,9,Yes,4,Yes
9.88,37,49,4,Yes,2,Yes
9.88,89,58,7,No,7,Yes
9.44,69,51,3,No,3,Yes
6.98,37,47,6,No,4,Yes
6.28,64,40,8,No,5,Yes
6.15,62,96,6,No,4,Yes
9.14,74,54,0,No,7,Yes
7.79,91,39,10,Yes,5,Yes
6.04,62,33,0,Yes,5,Yes
7.97,75,48,8,Yes,1,Yes
6.86,79,68,2,No,4,Yes
7.67,66,37,4,Yes,7,Yes
7.0,55,76,10,No,3,Yes
8.35,31,80,8,No,5,Yes
4.98,59,58,2,No,7,Yes
8.08,82,39,7,No,5,Yes
5.1,33,92,1,No,0,No
9.3,53,53,5,No,3,Yes
4.65,99,36,0,Yes,2,Yes
5.88,49,92,1,No,2,No
4.58,67,38,8,No,1,Yes
6.04,57,56,3,Yes,5,Yes
7.86,91,90,5,No,0,Yes
5.23,81,67,6,No,4,Yes
7.36,88,44,9,Yes,8,Yes
7.11,67,48,8,No,2,Yes
4.57,67,39,5,No,2,Yes
6.31,41,59,9,Yes,3,Yes
6.89,60,60,6,No,2,Yes
6.39,90,53,8,No,2,Yes
9.8,70,95,6,No,6,Yes
6.9,64,37,1,Yes,1,Yes
5.8,92,77,0,Yes,6,Yes
9.95,55,38,6,Yes,2,Yes
5.77,40,69,9,Yes,3,Yes
7.16,50,80,5,Yes,4,Yes
7.98,74,91,3,Yes,5,Yes
7.91,32,88,2,Yes,0,Yes
8.11,94,95,4,Yes,0,Yes
4.81,34,58,3,No,1,Yes
4.87,58,41,3,Yes,2,No
6.36,68,79,2,Yes,7,Yes
8.19,32,31,7,No,3,Yes
9.72,55,60,7,Yes,5,Yes
7.67,64,49,1,Yes,5,Yes
4.83,49,33,7,No,0,Yes
7.24,93,67,7,Yes,2,Yes
9.99,36,91,4,No,3,Yes
4.85,43,74,6,Yes,2,Yes
5.18,35,95,10,No,8,Yes
9.81,30,77,9,No,5,Yes
8.37,39,46,5,No,6,Yes
7.25,53,33,5,Yes,2,Yes
7.62,57,50,5,No,1,Yes
5.52,82,77,5,Yes,3,Yes
5.89,46,34,1,No,6,Yes
9.99,62,87,1,Yes,4,Yes
8.67,94,62,4,No,8,Yes
5.63,33,68,8,No,7,Yes
9.65,54,86,4,No,5,Yes
9.46,84,49,7,No,0,Yes
7.82,37,100,7,No,2,Yes
7.42,57,90,7,No,2,Yes
5.08,97,99,0,Yes,0,Yes
4.69,73,69,4,No,8,Yes
9.35,53,39,4,Yes,0,Yes
5.05,52,99,8,No,7,Yes
9.55,68,70,5,No,3,Yes
9.62,72,88,9,No,3,Yes
5.74,35,81,0,No,2,No
9.84,75,37,10,No,3,Yes
9.7,74,42,9,No,2,Yes
6.72,57,70,2,No,6,Yes
7.24,35,97,3,No,2,Yes
5.35,85,81,4,No,1,Yes
7.63,88,48,6,No,4,Yes
9.42,78,45,5,No,6,Yes
9.0,49,33,0,No,4,Yes
6.65,77,63,1,No,5,Yes
4.97,92,98,9,No,6,Yes
8.97,96,56,0,Yes,8,Yes
5.43,63,50,0,No,1,No
6.25,70,67,4,No,2,Yes
5.73,59,43,9,Yes,0,Yes
5.85,41,54,6,Yes,2,Yes
7.91,53,48,7,No,8,Yes
8.06,92,62,4,Yes,6,Yes
7.51,40,58,7,Yes,5,Yes
7.73,40,79,7,No,0,Yes
9.72,45,38,6,No,4,Yes
5.31,31,56,3,No,5,Yes
5.84,76,46,9,Yes,2,Yes
8.81,49,44,6,Yes,6,Yes
7.57,55,66,5,No,5,Yes
7.16,59,55,5,Yes,6,Yes
4.73,86,72,10,Yes,5,Yes
7.43,72,68,6,No,8,Yes
4.98,54,66,10,Yes,2,Yes
9.41,31,41,8,Yes,8,Yes
7.58,61,56,9,No,2,Yes
6.07,62,68,8,No,6,Yes
8.78,57,41,5,Yes,1,Yes
7.29,49,54,0,No,2,Yes
7.21,67,96,2,No,1,Yes
9.95,64,31,4,No,0,Yes
6.07,89,69,5,No,7,Yes
9.79,93,51,5,No,8,Yes
4.58,82,91,5,Yes,4,Yes
6.11,47,71,9,Yes,2,Yes
7.35,83,46,6,No,7,Yes
6.29,35,95,6,No,1,Yes
7.73,66,90,9,Yes,3,Yes
4.71,31,97,6,Yes,8,Yes
6.57,68,47,7,Yes,6,Yes
8.1,71,41,0,No,6,Yes
5.47,61,48,10,Yes,2,Yes
7.52,40,37,6,Yes,7,Yes
9.79,43,41,4,No,2,Yes
4.74,37,99,7,Yes,7,Yes
9.35,100,89,9,No,5,Yes
7.61,43,49,9,Yes,4,Yes
9.43,73,69,7,No,0,Yes
7.78,48,56,6,No,7,Yes
4.51,90,59,7,No,3,Yes
8.38,54,84,3,No,5,Yes
6.89,35,72,7,Yes,1,Yes
4.6,57,54,1,Yes,5,Yes
7.5,82,97,10,Yes,6,Yes
8.67,84,32,1,Yes,8,Yes
8.79,52,98,10,Yes,2,Yes
5.52,58,30,4,No,4,Yes
8.22,40,56,2,No,2,Yes
7.43,42,44,3,No,1,Yes
6.74,65,53,3,No,8,Yes
5.19,95,78,3,Yes,5,Yes
7.68,72,47,1,No,1,Yes
6.98,83,75,8,Yes,3,Yes
5.21,31,95,5,Yes,8,Yes
6.13,57,45,5,Yes,8,Yes
8.1,64,56,3,Yes,0,Yes
6.07,64,43,6,Yes,8,Yes
9.3,41,73,6,Yes,2,Yes
8.75,62,48,2,No,2,Yes
9.82,82,31,4,Yes,5,Yes
5.96,43,93,4,No,6,Yes
5.22,64,78,3,Yes,2,Yes
9.35,63,56,4,No,4,Yes
6.69,65,50,8,Yes,5,Yes
6.19,88,45,1,No,5,Yes
6.43,57,100,0,Yes,1,Yes
8.34,70,69,0,No,2,Yes
5.56,57,69,9,Yes,5,Yes
8.92,99,46,3,No,5,Yes
7.92,72,46,3,No,5,Yes
5.97,81,60,1,Yes,4,Yes
5.74,85,100,7,Yes,6,Yes
6.29,94,99,6,No,6,Yes
5.81,58,95,7,No,2,Yes
5.72,58,43,9,No,8,Yes
8.4,54,44,8,No,7,Yes
8.38,89,45,7,No,8,Yes
5.09,89,49,1,No,4,Yes
9.64,66,30,4,No,3,Yes
5.41,84,32,7,Yes,2,Yes
9.32,72,60,4,Yes,2,Yes
6.87,69,82,9,Yes,4,Yes
7.56,42,35,6,Yes,2,Yes
9.69,89,37,5,Yes,5,Yes
7.63,83,99,4,No,6,Yes
9.48,53,34,2,Yes,2,Yes
4.54,83,46,5,Yes,3,Yes
8.02,40,80,8,No,6,Yes
9.96,90,56,8,No,3,Yes
9.68,56,79,2,No,8,Yes
6.69,34,47,3,No,6,Yes
8.88,75,58,2,No,3,Yes
8.44,59,93,7,No,0,Yes
8.63,66,71,6,No,3,Yes
6.92,69,67,7,No,1,Yes
6.81,84,32,7,No,3,Yes
9.16,100,90,6,Yes,4,Yes
9.61,96,43,9,No,8,Yes
5.79,74,60,4,No,3,Yes
6.74,30,52,4,No,0,Yes
9.46,30,44,10,Yes,4,Yes
5.29,60,47,7,No,8,Yes
9.06,62,71,1,Yes,2,Yes
7.41,53,72,6,No,4,Yes
9.63,73,36,4,Yes,3,Yes
7.53,87,75,6,Yes,1,Yes
9.18,64,77,4,No,4,Yes
9.14,83,57,4,No,6,Yes
7.71,86,49,9,Yes,8,Yes
4.72,53,97,2,Yes,2,Yes
9.78,43,42,8,Yes,6,Yes
7.69,96,97,0,No,0,Yes
9.72,40,94,4,No,7,Yes
9.05,63,92,4,No,2,Yes
9.69,44,53,2,No,7,Yes
8.49,43,90,5,No,8,Yes
5.68,89,42,9,Yes,6,Yes
8.38,90,37,5,No,2,Yes
4.56,38,56,1,No,7,No
9.11,81,82,9,No,6,Yes
6.52,96,69,8,No,1,Yes
9.67,74,59,5,No,3,Yes
8.56,43,31,4,Yes,1,Yes
5.46,33,89,2,Yes,0,Yes
9.56,97,53,7,No,1,Yes
8.01,94,83,2,No,3,Yes
7.0,65,72,10,No,5,Yes
7.79,62,61,5,No,0,Yes
8.41,83,73,7,Yes,1,Yes
7.0,63,38,10,No,5,Yes
8.02,80,80,2,No,8,Yes
9.74,37,36,0,Yes,7,Yes
5.47,87,80,4,Yes,6,Yes
6.64,100,74,2,No,5,Yes
8.61,82,39,0,No,7,Yes
8.16,36,52,9,Yes,2,Yes
7.31,39,89,9,No,7,Yes
5.22,63,60,10,No,5,Yes
8.79,56,67,5,No,7,Yes
9.71,73,80,0,Yes,7,Yes
9.45,43,74,0,Yes,0,Yes
5.61,91,85,3,No,2,Yes
9.88,32,77,6,No,2,Yes
8.31,68,57,5,Yes,0,Yes
6.96,34,34,10,No,6,Yes
7.31,47,49,0,Yes,0,Yes
9.46,94,56,4,No,0,Yes
7.8,50,89,1,No,0,Yes
4.96,50,98,9,Yes,1,Yes
4.67,58,87,3,No,7,Yes
8.68,74,45,0,Yes,0,Yes
7.38,51,34,5,No,2,Yes
6.08,67,75,3,Yes,4,Yes
7.05,50,94,4,No,0,Yes
5.93,88,79,7,Yes,4,Yes
6.5,56,83,1,Yes,6,Yes
8.32,93,31,6,No,3,Yes
7.25,30,63,10,Yes,6,Yes
5.77,65,71,8,No,6,Yes
5.03,98,65,8,No,5,Yes
7.75,97,89,1,No,7,Yes
5.66,50,80,8,Yes,6,Yes
6.08,42,63,4,No,6,Yes
8.84,71,99,1,Yes,6,Yes
5.53,84,92,3,Yes,4,Yes
9.31,96,61,4,No,0,Yes
4.61,75,90,10,Yes,3,Yes
5.92,89,50,6,Yes,7,Yes
6.99,55,96,4,No,2,Yes
4.54,36,53,6,Yes,7,Yes
8.75,40,52,0,No,7,Yes
9.91,100,80,2,No,6,Yes
8.45,58,62,1,No,8,Yes
7.79,77,73,7,No,4,Yes
7.13,78,88,7,Yes,6,Yes
5.98,47,90,2,Yes,0,Yes
7.09,67,94,2,No,6,Yes
7.3,40,41,10,Yes,6,Yes
8.68,82,70,4,No,2,Yes
7.38,92,57,3,No,0,Yes
6.38,92,76,10,Yes,3,Yes
8.1,92,37,4,Yes,0,Yes
7.49,70,54,7,No,3,Yes
8.26,58,48,5,Yes,3,Yes
6.97,70,95,1,No,1,Yes
6.93,42,55,8,Yes,8,Yes
5.96,89,90,8,Yes,4,Yes
6.46,58,65,7,Yes,3,Yes
8.41,64,62,0,No,8,Yes
6.11,33,86,0,No,2,No
4.97,32,89,5,Yes,6,Yes
9.64,71,35,10,Yes,2,Yes
7.32,59,86,3,No,0,Yes
9.28,77,80,3,No,1,Yes
4.93,51,39,4,No,4,No
7.24,86,34,7,Yes,1,Yes
9.95,87,97,5,Yes,3,Yes
7.54,82,43,5,Yes,3,Yes
8.63,69,93,6,No,8,Yes
9.93,57,92,1,No,8,Yes
6.86,79,76,10,Yes,2,Yes
7.08,37,49,2,No,6,Yes
6.12,51,65,9,Yes,2,Yes
6.23,87,37,3,Yes,3,Yes
9.53,33,83,3,Yes,0,Yes
9.32,85,31,4,Yes,3,Yes
5.15,49,83,8,Yes,7,Yes
6.72,58,81,2,No,7,Yes
4.85,75,62,8,No,2,Yes
5.86,72,62,0,Yes,1,Yes
9.38,61,86,8,No,7,Yes
9.52,60,61,5,No,0,Yes
5.71,51,95,6,No,0,Yes
8.02,68,87,10,No,2,Yes
5.4,30,60,4,No,8,Yes
7.14,42,36,0,No,4,Yes
5.4,41,66,4,No,0,No
7.51,88,30,6,Yes,6,Yes
8.99,65,99,4,Yes,7,Yes
5.21,75,81,6,Yes,7,Yes
7.01,76,30,3,No,5,Yes
9.8,41,89,0,Yes,3,Yes
5.28,59,85,10,Yes,5,Yes
7.02,37,85,6,No,3,Yes
7.88,98,76,4,Yes,8,Yes
6.94,82,65,2,Yes,3,Yes
6.63,81,31,6,Yes,0,Yes
9.57,49,74,7,Yes,2,Yes
4.89,93,78,3,No,0,No
9.1,97,92,2,Yes,4,Yes
4.91,48,72,6,Yes,1,Yes
6.01,44,61,8,No,3,Yes
9.42,31,68,1,No,0,Yes
5.41,65,91,5,No,3,Yes
8.61,83,100,4,No,7,Yes
8.24,92,62,6,No,0,Yes
7.34,65,38,1,Yes,3,Yes
7.73,94,71,7,No,3,Yes
6.77,36,40,8,No,8,Yes
8.99,54,41,3,Yes,0,Yes
6.15,81,33,2,Yes,7,Yes
9.69,62,83,4,No,2,Yes
9.94,76,32,9,Yes,2,Yes
6.28,80,82,2,Yes,8,Yes
7.35,70,99,8,Yes,8,Yes
8.78,65,74,5,No,5,Yes
4.63,92,30,5,No,4,No
6.64,41,79,7,Yes,3,Yes
8.43,61,51,3,No,7,Yes
5.3,83,70,5,No,0,Yes
6.28,57,49,5,Yes,3,Yes
4.56,70,86,10,No,8,Yes
6.28,70,32,4,Yes,1,Yes
5.7,89,41,5,No,4,Yes
4.58,84,71,0,Yes,7,Yes
7.2,40,93,0,No,2,Yes
4.52,99,68,4,Yes,2,Yes
7.92,59,98,10,Yes,1,Yes
9.12,96,59,6,No,7,Yes
8.8,57,63,2,No,5,Yes
6.19,45,71,2,No,4,Yes
7.88,60,88,8,Yes,3,Yes
4.67,65,94,0,No,0,No
7.2,41,61,7,No,7,Yes
8.75,45,38,6,No,3,Yes
5.15,35,48,7,No,8,Yes
9.58,41,71,10,Yes,1,Yes
9.83,39,61,1,Yes,5,Yes
6.04,36,48,6,Yes,4,Yes
8.42,85,61,0,Yes,1,Yes
6.7,34,33,5,No,4,Yes
7.76,90,45,4,Yes,6,Yes
4.56,37,49,4,No,3,Yes
5.73,32,68,7,Yes,1,Yes
9.73,30,92,3,Yes,8,Yes
8.69,78,79,5,Yes,2,Yes
8.95,86,63,3,Yes,7,Yes
4.66,91,76,1,Yes,0,Yes
6.03,64,90,3,No,5,Yes
9.86,81,71,5,No,6,Yes
6.15,65,72,0,Yes,6,Yes
6.51,31,80,2,Yes,8,Yes
6.92,80,93,1,Yes,8,Yes
7.76,68,74,9,Yes,7,Yes
7.02,93,54,8,Yes,2,Yes
9.63,49,54,6,Yes,1,Yes
9.46,81,35,4,Yes,7,Yes
5.41,97,69,6,Yes,2,Yes
9.66,31,65,10,No,2,Yes
9.05,42,94,2,No,0,Yes
5.23,42,32,7,Yes,0,No
7.09,32,79,0,No,2,Yes
7.23,78,91,5,No,2,Yes
8.99,71,59,3,Yes,5,Yes
5.78,95,87,4,Yes,5,Yes
9.09,98,74,9,No,0,Yes
6.36,76,83,3,No,8,Yes
9.83,37,38,5,Yes,8,Yes
4.81,69,77,4,No,7,Yes
6.6,97,39,1,No,5,Yes
4.8,51,98,6,No,0,No
4.85,40,74,3,Yes,3,No
9.59,58,79,9,No,3,Yes
7.54,72,68,9,Yes,5,Yes
9.64,61,65,2,No,7,Yes
5.58,68,81,8,No,5,Yes
4.65,95,81,6,No,5,Yes
9.99,80,71,7,No,2,Yes
6.77,49,79,4,Yes,4,Yes
6.56,84,81,10,Yes,0,Yes
7.71,73,89,2,Yes,4,Yes
9.45,63,69,2,Yes,7,Yes
6.68,45,89,1,Yes,7,Yes
7.64,66,80,2,Yes,3,Yes
8.53,79,67,9,No,5,Yes
9.9,58,68,2,Yes,2,Yes
8.78,31,88,3,Yes,4,Yes
5.08,65,59,0,Yes,1,Yes
6.93,98,34,4,No,8,Yes
7.15,63,33,9,Yes,6,Yes
7.08,44,53,9,No,5,Yes
9.43,96,72,8,No,4,Yes
9.65,31,99,6,Yes,1,Yes
9.17,54,93,5,No,6,Yes
7.21,50,62,10,No,3,Yes
6.95,83,87,8,Yes,8,Yes
9.74,31,88,7,Yes,7,Yes
4.53,54,96,9,No,2,Yes
8.19,56,82,7,Yes,1,Yes
6.51,59,68,6,Yes,5,Yes
8.62,73,68,3,Yes,1,Yes
8.07,67,55,8,No,2,Yes
5.37,32,67,6,No,1,No
8.25,51,76,2,No,7,Yes
6.88,86,85,1,No,8,Yes
9.88,83,36,2,Yes,8,Yes
9.05,38,55,1,No,3,Yes
8.78,45,46,8,Yes,3,Yes
7.7,100,51,10,No,0,Yes
8.53,50,32,10,Yes,3,Yes
7.48,68,54,1,No,0,Yes
9.1,74,88,9,Yes,4,Yes
7.47,64,81,7,No,1,Yes
5.95,98,60,10,No,6,Yes
8.45,70,40,5,Yes,5,Yes
4.58,59,62,7,No,6,Yes
5.33,91,68,3,No,3,Yes
6.84,66,62,6,No,7,Yes
8.78,98,95,10,Yes,8,Yes
9.73,57,100,3,Yes,7,Yes
6.19,65,77,8,Yes,4,Yes
9.07,40,88,3,Yes,0,Yes
6.18,68,31,7,Yes,2,Yes
6.26,32,71,10,Yes,3,Yes
7.43,82,38,0,Yes,1,Yes
8.81,67,49,8,Yes,8,Yes
6.31,45,69,7,Yes,1,Yes
7.27,49,94,2,Yes,5,Yes
6.41,83,74,6,Yes,0,Yes
8.32,49,69,1,Yes,7,Yes
8.58,36,37,6,Yes,1,Yes
9.92,67,91,10,No,6,Yes
5.63,91,88,5,Yes,1,Yes
5.01,51,52,0,Yes,6,No
5.74,45,46,2,No,4,Yes
5.59,92,89,8,Yes,5,Yes
8.31,74,48,7,Yes,6,Yes
7.77,33,91,1,No,5,Yes
8.86,59,86,4,No,7,Yes
7.55,58,30,7,No,0,Yes
5.42,33,44,5,Yes,6,Yes
9.11,82,94,0,Yes,4,Yes
4.96,50,74,7,Yes,4,Yes
9.38,69,36,1,No,6,Yes
5.96,51,33,3,No,2,No
6.15,67,74,7,Yes,8,Yes
7.21,57,67,6,No,8,Yes
5.0,99,67,7,Yes,1,Yes
6.69,90,76,3,Yes,7,Yes
6.87,91,33,9,Yes,0,Yes
8.31,70,82,8,Yes,2,Yes
8.23,49,35,5,No,7,Yes
8.57,54,93,6,Yes,3,Yes
5.39,60,36,8,Yes,6,Yes
5.81,52,45,9,Yes,7,Yes
9.56,33,92,7,Yes,4,Yes
8.98,30,92,4,No,0,Yes
5.97,81,92,8,No,3,Yes
8.75,52,75,1,No,1,Yes
9.7,90,59,0,Yes,5,Yes
9.01,85,32,4,Yes,3,Yes
6.74,31,72,2,Yes,6,Yes
5.35,61,69,3,Yes,0,No
5.23,31,81,2,No,6,No
6.09,75,33,3,Yes,6,Yes
5.49,58,58,3,Yes,8,Yes
7.38,75,91,7,Yes,2,Yes
8.74,100,69,9,No,1,Yes
7.74,84,88,5,Yes,6,Yes
6.44,72,74,5,Yes,7,Yes
9.64,44,52,0,No,8,Yes
8.37,56,51,2,No,4,Yes
9.08,92,41,1,Yes,0,Yes
7.11,53,61,8,No,6,Yes
9.72,81,84,5,No,7,Yes
8.02,76,41,1,Yes,0,Yes
9.78,83,34,3,Yes,1,Yes
6.31,98,92,3,Yes,1,Yes
7.41,30,79,4,Yes,7,Yes
9.64,56,61,8,No,8,Yes
9.81,56,46,1,No,5,Yes
9.99,44,46,6,Yes,6,Yes
9.81,48,79,6,No,2,Yes
7.74,74,67,8,Yes,5,Yes
6.18,77,95,2,No,0,Yes
8.17,33,77,2,Yes,4,Yes
8.34,98,39,6,Yes,5,Yes
6.16,77,93,6,No,6,Yes
6.56,63,99,3,Yes,4,Yes
7.14,71,81,2,Yes,1,Yes
7.6,73,34,10,No,0,Yes
7.46,39,37,9,No,5,Yes
5.43,80,33,8,Yes,5,Yes
6.35,83,76,0,Yes,0,Yes
8.12,98,34,0,Yes,4,Yes
6.72,54,77,6,Yes,1,Yes
9.45,82,81,10,No,1,Yes
7.5,79,43,0,Yes,4,Yes
4.86,71,100,2,No,0,No
7.88,35,65,7,No,6,Yes
5.72,55,100,5,Yes,3,Yes
6.04,69,89,10,Yes,8,Yes
8.65,88,31,6,No,2,Yes
6.71,94,49,1,No,4,Yes
7.79,47,42,1,Yes,3,Yes
8.27,94,71,0,No,1,Yes
9.57,53,33,10,No,5,Yes
7.86,94,62,4,No,6,Yes
7.67,30,80,1,Yes,8,Yes
7.4,75,86,7,Yes,2,Yes
7.75,100,35,7,No,1,Yes
6.88,56,56,8,Yes,2,Yes
6.03,78,99,9,No,3,Yes
9.77,55,97,4,No,4,Yes
8.75,49,62,10,Yes,5,Yes
9.77,73,73,5,No,5,Yes
7.72,35,93,4,No,2,Yes
9.55,30,97,4,No,5,Yes
9.18,58,61,6,Yes,8,Yes
4.87,96,94,10,No,7,Yes
6.81,73,96,5,Yes,6,Yes
7.73,41,78,8,No,8,Yes
5.81,55,52,1,No,1,No
9.86,92,63,2,No,7,Yes
9.31,82,59,9,No,2,Yes
5.15,31,39,8,Yes,3,Yes
9.67,91,88,9,Yes,5,Yes
7.42,100,84,9,Yes,1,Yes
9.37,50,40,6,Yes,4,Yes
6.04,31,40,2,Yes,2,No
6.13,51,75,1,Yes,8,Yes
5.53,81,34,10,No,6,Yes
9.64,76,74,6,No,6,Yes
8.34,48,79,6,No,3,Yes
5.32,87,69,5,No,4,Yes
5.93,100,52,4,No,1,Yes
6.44,37,88,7,No,5,Yes
9.61,85,83,4,No,6,Yes
7.45,52,68,0,Yes,6,Yes
6.99,39,52,6,Yes,8,Yes
5.92,54,91,0,Yes,5,Yes
8.79,43,30,10,No,2,Yes
9.64,93,81,7,Yes,4,Yes
5.34,88,71,10,No,1,Yes
6.66,91,67,7,Yes,2,Yes
6.95,33,52,9,Yes,1,Yes
6.78,95,70,3,No,3,Yes
5.98,85,90,1,Yes,0,Yes
8.96,50,42,3,No,5,Yes
9.34,79,59,1,Yes,6,Yes
6.71,40,55,3,Yes,4,Yes
8.56,100,70,9,Yes,1,Yes
8.91,89,37,10,No,8,Yes
5.36,71,87,7,No,8,Yes
6.72,69,73,7,No,3,Yes
5.66,82,81,4,Yes,3,Yes
6.41,67,31,1,Yes,3,Yes
6.97,51,55,9,Yes,1,Yes
9.11,42,81,8,Yes,0,Yes
7.56,90,67,3,Yes,8,Yes
8.85,77,32,0,No,1,Yes
9.31,91,32,0,No,1,Yes
5.16,90,91,8,Yes,5,Yes
6.93,99,100,1,Yes,5,Yes
9.94,82,44,1,No,3,Yes
5.93,85,87,8,No,1,Yes
8.53,58,44,9,Yes,8,Yes
8.91,85,31,8,No,0,Yes
8.35,58,87,3,No,8,Yes
4.84,93,37,2,Yes,5,Yes
5.72,88,92,6,Yes,5,Yes
9.46,32,98,8,Yes,4,Yes
5.09,46,50,6,Yes,6,Yes
7.71,64,62,4,No,6,Yes
6.14,44,58,3,Yes,5,Yes
5.28,39,33,8,No,6,Yes
8.69,36,32,2,No,2,Yes
4.98,49,78,3,Yes,2,Yes
6.24,80,63,0,Yes,4,Yes
9.13,83,56,4,Yes,7,Yes
9.08,70,47,4,No,0,Yes
8.16,77,52,5,No,2,Yes
6.96,49,74,8,Yes,3,Yes
9.17,86,36,8,Yes,1,Yes
9.81,59,49,10,Yes,4,Yes
